@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://kr.battle.net/sc2/en/profile/2343479/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://eu.battle.net/sc2/en/profile/377576/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://kr.battle.net/sc2/en/profile/2342343/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute Base NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute hotkey20 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey62 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey72 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey31 NUMERIC
@attribute APM NUMERIC

@data
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/4665241/1/,10.0,1.0,0.0,0.0,0.0,2.0,1.0,50.0,0.0,0.0,6.0,19.0,1.0,1.0,1.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.946721311
race:Protoss,status:Win,http://us.battle.net/sc2/en/profile/4665241/1/,21.0,0.0,0.0,0.0,0.0,2.0,1.0,79.0,0.0,0.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.166814552
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343263/1/,16.0,0.0,14.0,46.0,0.0,2.0,1.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.178807947
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343263/1/,23.0,0.0,18.0,40.0,0.0,2.0,1.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.677165354
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,20.0,1.0,0.0,0.0,46.0,0.0,0.0,0.0,1.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.371040724
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,24.0,1.0,0.0,0.0,42.0,0.0,0.0,0.0,1.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.64957265
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,33.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.844155844
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.924428822
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.76
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,101.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.962178517
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,5.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.818181818
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,22.0,1.0,0.0,0.0,55.0,4.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.344370861
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,23.0,1.0,0.0,0.0,49.0,0.0,0.0,0.0,3.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.366459627
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.657894737
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,22.0,1.0,0.0,0.0,43.0,0.0,0.0,0.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.825757576
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,83.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.757832345
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.990654206
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.578947368
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,66.0,1.0,0.0,0.0,66.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.409292035
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,73.0,1.0,0.0,0.0,71.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.125874126
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,89.0,1.0,0.0,0.0,86.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.162436548
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,90.0,1.0,0.0,0.0,95.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.941558442
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,88.0,1.0,0.0,0.0,95.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.493530499
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/4417787/1/,30.0,1.0,1.0,0.0,38.0,0.0,5.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.418314256
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,33.0,1.0,1.0,0.0,22.0,0.0,4.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.962920046
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,32.0,1.0,1.0,0.0,22.0,0.0,6.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.035242291
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,33.0,1.0,4.0,0.0,23.0,0.0,4.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.097345133
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,29.0,1.0,1.0,0.0,32.0,0.0,5.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.997084548
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,34.0,11.0,1.0,29.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.248677249
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,24.0,10.0,1.0,14.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.758700696
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,23.0,6.0,3.0,22.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.157190635
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,34.0,0.0,2.0,49.0,0.0,0.0,0.0,0.0,1.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.186887717
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,31.0,0.0,3.0,57.0,0.0,0.0,0.0,0.0,1.0,62.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.626692456
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342419/1/,27.0,0.0,3.0,61.0,0.0,0.0,0.0,0.0,1.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.323232323
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,24.0,8.0,1.0,23.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.7892074199
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,20.0,8.0,1.0,17.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.676470588
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,33.0,0.0,3.0,51.0,0.0,2.0,0.0,0.0,1.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.352941176
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,23.0,6.0,1.0,30.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.4004914005
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342419/1/,28.0,0.0,4.0,63.0,0.0,0.0,0.0,0.0,1.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.156862745
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342419/1/,29.0,0.0,3.0,42.0,0.0,0.0,0.0,0.0,1.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.700073153
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,31.0,0.0,3.0,59.0,0.0,0.0,0.0,0.0,1.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.561003421
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,27.0,0.0,4.0,57.0,0.0,1.0,0.0,0.0,1.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.762081784
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,31.0,2.0,0.0,0.0,28.0,0.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.843575419
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,28.0,1.0,0.0,0.0,23.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.837837838
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,26.0,0.0,1.0,0.0,0.0,2.0,2.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7869934025
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,23.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.8780487805
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,23.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.6023738872
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,28.0,1.0,0.0,0.0,28.0,0.0,4.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.063328424
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,18.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.1703637977
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,31.0,1.0,0.0,0.0,28.0,0.0,6.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.234042553
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,18.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4468864469
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,25.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3460803059
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,24.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9752650177
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2343012/1/,23.0,0.0,1.0,20.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.043865226
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,39.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,1.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.52892562
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,21.0,1.0,1.0,0.0,24.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.957325747
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/4665241/1/,8.0,0.0,0.0,0.0,0.0,2.0,1.0,69.0,0.0,0.0,5.0,29.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.581792319
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,21.0,0.0,1.0,18.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.016194332
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,53.0,0.0,1.0,0.0,0.0,0.0,1.0,17.0,1.0,22.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.370820669
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,28.0,0.0,1.0,23.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.277108434
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,48.0,0.0,1.0,0.0,0.0,6.0,1.0,18.0,1.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.656716418
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/4417787/1/,32.0,1.0,1.0,0.0,32.0,0.0,6.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.211538462
race:Protoss,status:Win,http://us.battle.net/sc2/en/profile/4665241/1/,18.0,0.0,0.0,0.0,0.0,2.0,1.0,97.0,0.0,0.0,5.0,52.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.068427371
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,68.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.64453125
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,68.0,1.0,0.0,0.0,69.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.340798442
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,62.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.019950125
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,79.0,1.0,0.0,0.0,78.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.789539228
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,31.0,0.0,1.0,51.0,0.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.868525896
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,89.0,1.0,0.0,0.0,93.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.35483871
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,21.0,0.0,1.0,38.0,0.0,3.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.191011236
