@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://kr.battle.net/sc2/en/profile/2343479/1/,http://us.battle.net/sc2/en/profile/3985949/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://eu.battle.net/sc2/en/profile/2101268/1/,http://kr.battle.net/sc2/en/profile/2344207/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2343882/1/,http://us.battle.net/sc2/en/profile/4167590/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://kr.battle.net/sc2/en/profile/2332264/1/,http://eu.battle.net/sc2/en/profile/884897/1/,http://kr.battle.net/sc2/en/profile/2343607/1/,http://kr.battle.net/sc2/en/profile/2342794/1/,http://kr.battle.net/sc2/en/profile/2343484/1/,http://eu.battle.net/sc2/en/profile/788178/1/,http://kr.battle.net/sc2/en/profile/2343240/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://us.battle.net/sc2/en/profile/3301677/1/,http://kr.battle.net/sc2/en/profile/2341700/1/,http://eu.battle.net/sc2/en/profile/2222468/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://kr.battle.net/sc2/en/profile/2344230/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://kr.battle.net/sc2/en/profile/2344333/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://eu.battle.net/sc2/en/profile/1143713/1/,http://us.battle.net/sc2/en/profile/3426440/1/,http://kr.battle.net/sc2/en/profile/2342766/1/,http://kr.battle.net/sc2/en/profile/2342147/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://kr.battle.net/sc2/en/profile/2341492/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://kr.battle.net/sc2/en/profile/2344987/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://kr.battle.net/sc2/en/profile/2342269/1/,http://kr.battle.net/sc2/en/profile/1106851/2/,http://eu.battle.net/sc2/en/profile/377576/1/,http://eu.battle.net/sc2/en/profile/3401218/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://us.battle.net/sc2/en/profile/902213/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://eu.battle.net/sc2/en/profile/1058669/1/,http://kr.battle.net/sc2/en/profile/2342343/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute Base NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey52 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey62 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey72 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey31 NUMERIC
@attribute APM NUMERIC

@data
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,8.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.234042553
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344987/1/,8.0,1.0,0.0,0.0,12.0,2.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.80669145
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343607/1/,5.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2495309568
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,11.0,1.0,0.0,0.0,24.0,2.0,1.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.52892562
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343607/1/,6.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4986225895
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,10.0,0.0,0.0,0.0,0.0,5.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.024423338
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/4167590/1/,7.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.702647658
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344987/1/,12.0,1.0,0.0,0.0,13.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.636678201
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343607/1/,7.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.4431554524
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,10.0,1.0,0.0,0.0,17.0,2.0,1.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.652014652
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4468864469
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,12.0,0.0,0.0,0.0,0.0,7.0,2.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.901287554
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344987/1/,12.0,1.0,0.0,0.0,17.0,0.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.29512894
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3460803059
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,16.0,0.0,0.0,0.0,0.0,7.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.434083601
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/4167590/1/,5.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.839228296
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,13.0,1.0,0.0,0.0,22.0,0.0,1.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.11241907
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9752650177
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/3985949/1/,12.0,0.0,0.0,0.0,0.0,6.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.724465558
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/4167590/1/,7.0,1.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.861660079
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2343012/1/,6.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.043865226
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.52892562
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,7.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.957325747
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/4665241/1/,4.0,0.0,0.0,0.0,0.0,2.0,1.0,14.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.581792319
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,5.0,0.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.016194332
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,8.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.370820669
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,8.0,0.0,1.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.277108434
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,11.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.656716418
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/4417787/1/,7.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.211538462
race:Protoss,status:Win,http://us.battle.net/sc2/en/profile/4665241/1/,4.0,0.0,0.0,0.0,0.0,2.0,1.0,18.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.068427371
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,17.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.64453125
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,18.0,1.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.340798442
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.019950125
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,23.0,1.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.789539228
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,10.0,0.0,1.0,14.0,0.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.868525896
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,22.0,1.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.35483871
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,3.0,0.0,1.0,14.0,0.0,3.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.191011236
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,22.0,1.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.595041322
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.323529412
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,11.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.433628319
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/4167590/1/,11.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.284009547
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,8.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.126290707
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.371405094
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,9.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.864197531
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.769230769
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,16.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.700819672
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/4167590/1/,12.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.621513944
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,8.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.211155378
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.684210526
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,18.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.184372256
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,3.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.611940299
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.056603774
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,19.0,1.0,0.0,0.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.885106383
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342120/1/,7.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.162276975
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342794/1/,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.599659284
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,18.0,0.0,0.0,0.0,0.0,7.0,2.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.417628541
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342120/1/,11.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.311183144
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342794/1/,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.707792208
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,9.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.850340136
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2332264/1/,3.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,106.08033241
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2334376/1/,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.958333333
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.187582563
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2332264/1/,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,104.388824214
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2334376/1/,14.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.426076834
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342120/1/,13.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.028732042
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2332264/1/,4.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.9513108614
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2332264/1/,2.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,99.5423340961
