@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://kr.battle.net/sc2/en/profile/2343479/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://eu.battle.net/sc2/en/profile/377576/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://kr.battle.net/sc2/en/profile/2342343/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey72 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey31 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/4665241/1/,179.0,3.0,10.0,31.0,31.0,42.0,1.0,621.0,486.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,111.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.946721311
race:Protoss,status:Win,http://us.battle.net/sc2/en/profile/4665241/1/,167.0,5.0,6.0,28.0,33.0,23.0,2.0,893.0,578.0,4.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,228.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.166814552
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343263/1/,235.0,5.0,41.0,278.0,246.0,16.0,1.0,349.0,214.0,1.0,62.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,138.178807947
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343263/1/,226.0,3.0,60.0,214.0,271.0,8.0,1.0,372.0,222.0,1.0,28.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,142.677165354
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,361.0,4.0,1.0,3.0,193.0,4.0,14.0,79.0,0.0,1.0,510.0,6.0,1.0,0.0,3.0,314.0,1.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.371040724
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,368.0,3.0,0.0,0.0,163.0,3.0,13.0,93.0,0.0,1.0,557.0,9.0,1.0,0.0,3.0,416.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.64957265
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,422.0,3.0,0.0,0.0,259.0,4.0,13.0,48.0,0.0,1.0,728.0,12.0,1.0,0.0,3.0,398.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.844155844
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,768.0,0.0,2.0,16.0,0.0,5.0,27.0,210.0,98.0,4.0,304.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.924428822
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,786.0,0.0,1.0,6.0,0.0,4.0,15.0,265.0,26.0,5.0,353.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.76
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,709.0,2.0,1.0,10.0,2.0,2.0,25.0,295.0,45.0,4.0,311.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.962178517
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,5.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.818181818
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,275.0,2.0,0.0,0.0,231.0,2.0,4.0,65.0,1.0,1.0,438.0,10.0,0.0,0.0,2.0,216.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.344370861
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,347.0,6.0,3.0,60.0,286.0,3.0,6.0,37.0,0.0,3.0,483.0,5.0,1.0,0.0,3.0,215.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.366459627
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,693.0,0.0,4.0,18.0,0.0,3.0,27.0,330.0,34.0,3.0,375.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.657894737
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,305.0,4.0,4.0,25.0,217.0,2.0,9.0,65.0,0.0,1.0,465.0,11.0,2.0,0.0,4.0,256.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.825757576
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,804.0,0.0,3.0,26.0,0.0,2.0,39.0,229.0,19.0,4.0,316.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,804.0,1.0,2.0,11.0,2.0,2.0,28.0,254.0,66.0,4.0,315.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.757832345
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,767.0,2.0,2.0,18.0,4.0,1.0,22.0,232.0,32.0,5.0,340.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.990654206
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,819.0,0.0,1.0,12.0,0.0,1.0,26.0,257.0,26.0,3.0,328.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.578947368
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,517.0,5.0,1.0,15.0,644.0,6.0,11.0,92.0,317.0,4.0,45.0,31.0,0.0,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.409292035
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,370.0,2.0,5.0,46.0,457.0,8.0,5.0,55.0,203.0,1.0,28.0,28.0,0.0,0.0,2.0,7.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.125874126
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,611.0,2.0,1.0,3.0,652.0,10.0,17.0,94.0,337.0,3.0,41.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.162436548
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,509.0,1.0,2.0,17.0,638.0,16.0,13.0,146.0,341.0,3.0,33.0,5.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.941558442
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,575.0,2.0,2.0,43.0,742.0,12.0,10.0,121.0,409.0,3.0,31.0,10.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.493530499
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/4417787/1/,429.0,1.0,8.0,60.0,280.0,3.0,9.0,135.0,52.0,1.0,42.0,21.0,1.0,0.0,1.0,5.0,3.0,9.0,0.0,0.0,0.0,51.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.418314256
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,469.0,1.0,6.0,48.0,204.0,11.0,10.0,189.0,59.0,1.0,37.0,18.0,0.0,0.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0,48.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.962920046
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,426.0,1.0,2.0,122.0,200.0,4.0,19.0,174.0,63.0,1.0,30.0,11.0,1.0,7.0,2.0,3.0,1.0,5.0,0.0,0.0,0.0,55.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.035242291
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,455.0,1.0,6.0,9.0,290.0,4.0,21.0,209.0,55.0,3.0,18.0,22.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.097345133
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,458.0,1.0,2.0,47.0,253.0,3.0,21.0,195.0,31.0,1.0,19.0,37.0,1.0,1.0,1.0,16.0,2.0,0.0,0.0,0.0,0.0,54.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.997084548
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,256.0,29.0,1.0,266.0,95.0,1.0,13.0,137.0,81.0,2.0,156.0,54.0,0.0,0.0,2.0,10.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.248677249
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,280.0,22.0,1.0,313.0,87.0,4.0,17.0,149.0,87.0,3.0,222.0,50.0,0.0,0.0,3.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.758700696
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,212.0,20.0,3.0,284.0,110.0,12.0,4.0,76.0,174.0,5.0,170.0,54.0,0.0,0.0,3.0,57.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,107.157190635
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,506.0,2.0,4.0,128.0,56.0,8.0,5.0,85.0,142.0,1.0,387.0,11.0,1.0,0.0,1.0,93.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.186887717
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,443.0,3.0,6.0,151.0,90.0,4.0,6.0,112.0,127.0,1.0,354.0,17.0,1.0,0.0,3.0,77.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.626692456
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342419/1/,366.0,1.0,10.0,130.0,1.0,9.0,17.0,118.0,73.0,1.0,317.0,18.0,0.0,0.0,6.0,36.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.323232323
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,150.0,10.0,1.0,246.0,219.0,4.0,8.0,54.0,88.0,2.0,21.0,18.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,84.7892074199
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,196.0,15.0,1.0,279.0,141.0,14.0,2.0,7.0,36.0,2.0,75.0,34.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.676470588
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,323.0,1.0,4.0,120.0,28.0,4.0,4.0,87.0,111.0,1.0,306.0,13.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.352941176
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,250.0,11.0,1.0,334.0,207.0,5.0,4.0,16.0,83.0,4.0,35.0,28.0,0.0,0.0,2.0,22.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,91.4004914005
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342419/1/,495.0,2.0,8.0,144.0,60.0,4.0,3.0,74.0,63.0,1.0,335.0,26.0,1.0,0.0,1.0,99.0,1.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.156862745
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342419/1/,484.0,3.0,6.0,125.0,63.0,9.0,11.0,105.0,87.0,1.0,348.0,25.0,2.0,0.0,1.0,111.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,129.700073153
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,532.0,2.0,7.0,132.0,103.0,9.0,13.0,147.0,106.0,2.0,324.0,10.0,1.0,0.0,1.0,87.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,144.561003421
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,432.0,1.0,5.0,126.0,69.0,8.0,16.0,133.0,121.0,1.0,324.0,9.0,0.0,0.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.762081784
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,509.0,2.0,9.0,64.0,286.0,13.0,18.0,52.0,89.0,3.0,93.0,7.0,0.0,0.0,1.0,53.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,145.843575419
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,524.0,1.0,4.0,37.0,370.0,16.0,14.0,101.0,126.0,2.0,96.0,11.0,0.0,0.0,2.0,76.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,137.837837838
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,190.0,2.0,9.0,39.0,46.0,5.0,13.0,167.0,174.0,3.0,36.0,46.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7869934025
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,199.0,3.0,5.0,32.0,81.0,10.0,8.0,155.0,261.0,4.0,15.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,88.8780487805
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,222.0,4.0,7.0,18.0,89.0,15.0,17.0,117.0,276.0,1.0,12.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,20.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,91.6023738872
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,555.0,1.0,3.0,63.0,288.0,21.0,17.0,66.0,160.0,2.0,44.0,11.0,0.0,0.0,1.0,88.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,9.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,143.063328424
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,207.0,2.0,9.0,25.0,64.0,7.0,13.0,153.0,178.0,5.0,34.0,78.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,84.1703637977
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,537.0,1.0,3.0,74.0,288.0,11.0,11.0,53.0,85.0,1.0,90.0,9.0,0.0,0.0,2.0,99.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,5.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,147.234042553
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,233.0,5.0,10.0,43.0,92.0,21.0,18.0,116.0,252.0,1.0,4.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4468864469
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,193.0,2.0,6.0,30.0,73.0,9.0,19.0,130.0,177.0,2.0,19.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3460803059
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,207.0,2.0,16.0,50.0,56.0,3.0,21.0,114.0,110.0,5.0,33.0,75.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9752650177
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2343012/1/,345.0,4.0,3.0,522.0,405.0,6.0,7.0,243.0,176.0,1.0,67.0,22.0,2.0,0.0,1.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.043865226
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,569.0,0.0,3.0,24.0,0.0,1.0,8.0,724.0,0.0,3.0,755.0,11.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.52892562
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,433.0,1.0,4.0,84.0,324.0,4.0,9.0,247.0,94.0,1.0,35.0,25.0,0.0,0.0,1.0,15.0,1.0,2.0,0.0,0.0,0.0,38.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.957325747
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/4665241/1/,187.0,3.0,9.0,31.0,22.0,45.0,2.0,899.0,629.0,3.0,5.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,167.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.581792319
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,234.0,2.0,2.0,497.0,266.0,5.0,14.0,386.0,35.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.016194332
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,699.0,0.0,6.0,144.0,0.0,1.0,6.0,372.0,0.0,3.0,433.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.370820669
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,171.0,2.0,1.0,279.0,196.0,1.0,12.0,233.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.277108434
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,336.0,0.0,1.0,0.0,0.0,5.0,13.0,219.0,71.0,2.0,300.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.656716418
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/4417787/1/,490.0,1.0,3.0,58.0,237.0,11.0,19.0,223.0,84.0,1.0,18.0,22.0,1.0,2.0,1.0,7.0,2.0,8.0,2.0,0.0,0.0,61.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.211538462
race:Protoss,status:Win,http://us.battle.net/sc2/en/profile/4665241/1/,181.0,3.0,11.0,24.0,53.0,25.0,2.0,828.0,586.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,179.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.068427371
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,647.0,2.0,3.0,25.0,2.0,1.0,22.0,290.0,80.0,4.0,280.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.64453125
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,414.0,2.0,1.0,6.0,493.0,4.0,13.0,129.0,177.0,4.0,52.0,25.0,0.0,0.0,1.0,15.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.340798442
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,715.0,1.0,1.0,12.0,17.0,1.0,29.0,302.0,28.0,4.0,374.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.019950125
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,505.0,2.0,2.0,60.0,659.0,9.0,8.0,39.0,302.0,4.0,36.0,38.0,0.0,0.0,2.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.789539228
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,158.0,1.0,1.0,271.0,163.0,1.0,9.0,139.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.868525896
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,379.0,1.0,1.0,21.0,420.0,5.0,6.0,16.0,106.0,1.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.35483871
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,307.0,1.0,1.0,499.0,264.0,13.0,14.0,380.0,69.0,2.0,79.0,10.0,0.0,0.0,1.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.191011236
