@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://kr.battle.net/sc2/en/profile/2343479/1/,http://us.battle.net/sc2/en/profile/3985949/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://eu.battle.net/sc2/en/profile/2101268/1/,http://kr.battle.net/sc2/en/profile/2344207/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2343882/1/,http://us.battle.net/sc2/en/profile/4167590/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://kr.battle.net/sc2/en/profile/2332264/1/,http://eu.battle.net/sc2/en/profile/884897/1/,http://kr.battle.net/sc2/en/profile/2343607/1/,http://kr.battle.net/sc2/en/profile/2342794/1/,http://kr.battle.net/sc2/en/profile/2343484/1/,http://eu.battle.net/sc2/en/profile/788178/1/,http://kr.battle.net/sc2/en/profile/2343240/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://us.battle.net/sc2/en/profile/3301677/1/,http://kr.battle.net/sc2/en/profile/2341700/1/,http://eu.battle.net/sc2/en/profile/2222468/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://kr.battle.net/sc2/en/profile/2344230/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://kr.battle.net/sc2/en/profile/2344333/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://eu.battle.net/sc2/en/profile/1143713/1/,http://us.battle.net/sc2/en/profile/3426440/1/,http://kr.battle.net/sc2/en/profile/2342766/1/,http://kr.battle.net/sc2/en/profile/2342147/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://kr.battle.net/sc2/en/profile/2341492/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://kr.battle.net/sc2/en/profile/2344987/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://kr.battle.net/sc2/en/profile/2342269/1/,http://kr.battle.net/sc2/en/profile/1106851/2/,http://eu.battle.net/sc2/en/profile/377576/1/,http://eu.battle.net/sc2/en/profile/3401218/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://us.battle.net/sc2/en/profile/902213/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://eu.battle.net/sc2/en/profile/1058669/1/,http://kr.battle.net/sc2/en/profile/2342343/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey72 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey31 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/902213/1/,184.0,1.0,1.0,1.0,2.0,1.0,8.0,98.0,120.0,1.0,206.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.697841727
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343607/1/,135.0,2.0,2.0,17.0,3.0,1.0,4.0,71.0,175.0,2.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.1812080537
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,156.0,2.0,3.0,33.0,185.0,2.0,15.0,51.0,35.0,3.0,63.0,3.0,0.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.843575419
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/902213/1/,275.0,2.0,2.0,5.0,2.0,1.0,4.0,42.0,298.0,1.0,375.0,10.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,205.854126679
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343607/1/,199.0,2.0,1.0,17.0,2.0,1.0,4.0,79.0,257.0,1.0,8.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.2879377432
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,165.0,1.0,1.0,31.0,259.0,2.0,11.0,49.0,39.0,2.0,81.0,3.0,0.0,0.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.837837838
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/902213/1/,283.0,2.0,4.0,3.0,2.0,1.0,8.0,117.0,267.0,1.0,384.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,207.091412742
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,229.0,3.0,9.0,10.0,429.0,29.0,31.0,247.0,77.0,1.0,35.0,7.0,0.0,0.0,2.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,221.734213007
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,91.0,1.0,6.0,34.0,5.0,1.0,4.0,109.0,131.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7869934025
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/902213/1/,284.0,2.0,2.0,3.0,2.0,1.0,2.0,70.0,308.0,2.0,407.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,214.984025559
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,264.0,3.0,12.0,35.0,503.0,38.0,29.0,252.0,99.0,2.0,65.0,12.0,0.0,1.0,1.0,41.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,231.170731707
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,106.0,1.0,4.0,26.0,26.0,2.0,5.0,114.0,178.0,2.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,88.8780487805
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/902213/1/,265.0,2.0,2.0,3.0,2.0,1.0,2.0,68.0,279.0,1.0,356.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,216.864654333
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,123.0,1.0,4.0,6.0,22.0,2.0,9.0,82.0,174.0,1.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,91.6023738872
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,178.0,1.0,1.0,39.0,195.0,2.0,7.0,23.0,74.0,2.0,26.0,4.0,0.0,0.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.063328424
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/902213/1/,259.0,1.0,1.0,4.0,2.0,1.0,2.0,46.0,315.0,1.0,394.0,10.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,205.098493627
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,110.0,1.0,3.0,17.0,8.0,1.0,7.0,81.0,150.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,84.1703637977
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,172.0,1.0,1.0,39.0,194.0,5.0,8.0,32.0,43.0,1.0,57.0,4.0,0.0,0.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.234042553
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344987/1/,245.0,4.0,11.0,23.0,535.0,33.0,25.0,246.0,193.0,1.0,29.0,23.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.80669145
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343607/1/,103.0,2.0,3.0,9.0,0.0,1.0,2.0,81.0,135.0,3.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2495309568
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,281.0,2.0,9.0,4.0,564.0,38.0,28.0,280.0,135.0,2.0,57.0,10.0,0.0,0.0,2.0,45.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.52892562
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343607/1/,206.0,2.0,1.0,31.0,7.0,1.0,4.0,53.0,230.0,1.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4986225895
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,223.0,2.0,4.0,56.0,31.0,1.0,19.0,310.0,428.0,1.0,0.0,17.0,1.0,0.0,2.0,8.0,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.024423338
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/4167590/1/,214.0,3.0,1.0,202.0,164.0,2.0,4.0,15.0,35.0,2.0,0.0,18.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.702647658
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344987/1/,240.0,2.0,10.0,35.0,451.0,43.0,21.0,212.0,141.0,2.0,14.0,5.0,0.0,0.0,4.0,61.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.636678201
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343607/1/,164.0,2.0,2.0,23.0,7.0,1.0,5.0,67.0,205.0,1.0,10.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.4431554524
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,231.0,1.0,5.0,0.0,558.0,29.0,17.0,360.0,101.0,2.0,54.0,8.0,0.0,0.0,1.0,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.652014652
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,101.0,1.0,4.0,16.0,29.0,7.0,9.0,72.0,155.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4468864469
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,205.0,1.0,1.0,42.0,0.0,1.0,11.0,356.0,486.0,1.0,0.0,15.0,0.0,0.0,1.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.901287554
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344987/1/,262.0,2.0,7.0,24.0,524.0,40.0,32.0,276.0,159.0,2.0,18.0,3.0,0.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.29512894
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,81.0,1.0,5.0,28.0,6.0,1.0,5.0,97.0,129.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3460803059
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,284.0,3.0,2.0,104.0,64.0,1.0,10.0,360.0,536.0,2.0,0.0,15.0,0.0,0.0,1.0,10.0,13.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.434083601
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/4167590/1/,242.0,4.0,1.0,177.0,122.0,1.0,3.0,16.0,0.0,3.0,24.0,12.0,1.0,0.0,2.0,6.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.839228296
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,220.0,3.0,5.0,14.0,468.0,32.0,19.0,185.0,164.0,1.0,47.0,7.0,0.0,0.0,2.0,37.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.11241907
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,100.0,1.0,5.0,22.0,19.0,2.0,7.0,51.0,109.0,3.0,7.0,29.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9752650177
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/3985949/1/,182.0,3.0,3.0,70.0,19.0,5.0,9.0,309.0,387.0,1.0,0.0,18.0,1.0,0.0,4.0,6.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.724465558
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/4167590/1/,237.0,3.0,1.0,197.0,163.0,3.0,4.0,40.0,26.0,3.0,6.0,15.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.861660079
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2343012/1/,191.0,1.0,3.0,335.0,173.0,4.0,2.0,160.0,73.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.043865226
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,307.0,0.0,2.0,1.0,0.0,1.0,3.0,332.0,0.0,2.0,337.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,236.52892562
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,185.0,1.0,1.0,29.0,220.0,2.0,8.0,74.0,87.0,1.0,20.0,7.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,14.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.957325747
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/4665241/1/,91.0,2.0,5.0,28.0,7.0,29.0,2.0,533.0,287.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,159.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.581792319
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,135.0,2.0,1.0,274.0,158.0,2.0,7.0,118.0,29.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.016194332
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,436.0,0.0,2.0,4.0,0.0,1.0,2.0,263.0,0.0,2.0,306.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.370820669
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,151.0,2.0,1.0,261.0,170.0,1.0,12.0,203.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.277108434
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,304.0,0.0,1.0,0.0,0.0,5.0,9.0,200.0,71.0,2.0,277.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.656716418
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/4417787/1/,202.0,1.0,1.0,39.0,153.0,3.0,12.0,76.0,45.0,1.0,12.0,8.0,0.0,0.0,1.0,7.0,2.0,0.0,1.0,0.0,19.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.211538462
race:Protoss,status:Win,http://us.battle.net/sc2/en/profile/4665241/1/,61.0,2.0,6.0,10.0,30.0,11.0,2.0,526.0,292.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,178.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.068427371
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,317.0,0.0,1.0,12.0,0.0,1.0,14.0,132.0,80.0,3.0,108.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.64453125
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,270.0,1.0,1.0,4.0,366.0,2.0,2.0,30.0,148.0,2.0,14.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.340798442
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,307.0,1.0,1.0,12.0,17.0,1.0,14.0,131.0,27.0,4.0,201.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.019950125
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,382.0,2.0,2.0,19.0,493.0,3.0,1.0,1.0,202.0,1.0,7.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.789539228
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,158.0,1.0,1.0,271.0,163.0,1.0,9.0,139.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.868525896
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,379.0,1.0,1.0,21.0,420.0,5.0,6.0,16.0,106.0,1.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.35483871
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,169.0,1.0,1.0,301.0,150.0,2.0,2.0,159.0,20.0,2.0,10.0,7.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.191011236
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,405.0,1.0,1.0,37.0,533.0,5.0,2.0,7.0,211.0,1.0,17.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.595041322
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,288.0,0.0,2.0,13.0,0.0,1.0,13.0,125.0,53.0,3.0,170.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.323529412
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,302.0,0.0,2.0,0.0,0.0,3.0,1.0,325.0,0.0,2.0,336.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.433628319
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/4167590/1/,243.0,5.0,1.0,223.0,176.0,2.0,2.0,47.0,0.0,5.0,16.0,16.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.284009547
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,125.0,2.0,0.0,0.0,153.0,2.0,2.0,34.0,0.0,1.0,350.0,3.0,0.0,0.0,2.0,168.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.126290707
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,283.0,0.0,2.0,15.0,0.0,1.0,6.0,149.0,48.0,3.0,171.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.371405094
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,347.0,0.0,1.0,0.0,0.0,1.0,2.0,296.0,0.0,2.0,338.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.864197531
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,314.0,1.0,2.0,12.0,11.0,1.0,10.0,127.0,61.0,4.0,189.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.769230769
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,419.0,1.0,2.0,90.0,552.0,7.0,1.0,21.0,188.0,2.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.700819672
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/4167590/1/,219.0,3.0,1.0,252.0,204.0,2.0,2.0,45.0,18.0,3.0,8.0,20.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.621513944
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,130.0,2.0,1.0,3.0,168.0,1.0,3.0,34.0,0.0,1.0,359.0,3.0,0.0,0.0,2.0,173.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.211155378
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,345.0,1.0,2.0,14.0,12.0,1.0,9.0,124.0,72.0,4.0,198.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.684210526
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,430.0,2.0,1.0,29.0,545.0,5.0,0.0,0.0,249.0,1.0,10.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.184372256
