@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://kr.battle.net/sc2/en/profile/2343479/1/,http://us.battle.net/sc2/en/profile/3985949/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://eu.battle.net/sc2/en/profile/2101268/1/,http://kr.battle.net/sc2/en/profile/2344207/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2343882/1/,http://us.battle.net/sc2/en/profile/4167590/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://kr.battle.net/sc2/en/profile/2332264/1/,http://eu.battle.net/sc2/en/profile/884897/1/,http://kr.battle.net/sc2/en/profile/2343607/1/,http://kr.battle.net/sc2/en/profile/2342794/1/,http://kr.battle.net/sc2/en/profile/2343484/1/,http://eu.battle.net/sc2/en/profile/788178/1/,http://kr.battle.net/sc2/en/profile/2343240/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://us.battle.net/sc2/en/profile/3301677/1/,http://kr.battle.net/sc2/en/profile/2341700/1/,http://eu.battle.net/sc2/en/profile/2222468/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://kr.battle.net/sc2/en/profile/2344230/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://kr.battle.net/sc2/en/profile/2344333/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://eu.battle.net/sc2/en/profile/1143713/1/,http://us.battle.net/sc2/en/profile/3426440/1/,http://kr.battle.net/sc2/en/profile/2342766/1/,http://kr.battle.net/sc2/en/profile/2342147/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://kr.battle.net/sc2/en/profile/2341492/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://kr.battle.net/sc2/en/profile/2344987/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://kr.battle.net/sc2/en/profile/2342269/1/,http://kr.battle.net/sc2/en/profile/1106851/2/,http://eu.battle.net/sc2/en/profile/377576/1/,http://eu.battle.net/sc2/en/profile/3401218/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://us.battle.net/sc2/en/profile/902213/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://eu.battle.net/sc2/en/profile/1058669/1/,http://kr.battle.net/sc2/en/profile/2342343/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey72 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey31 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341492/1/,552.0,7.0,6.0,65.0,211.0,10.0,37.0,735.0,378.0,3.0,55.0,3.0,4.0,13.0,1.0,112.0,2.0,116.0,0.0,0.0,5.0,2.0,4.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.693379791
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,881.0,2.0,7.0,144.0,149.0,16.0,27.0,237.0,128.0,2.0,364.0,13.0,1.0,0.0,1.0,98.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,144.561003421
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341492/1/,374.0,8.0,4.0,165.0,207.0,3.0,20.0,461.0,369.0,1.0,0.0,2.0,1.0,0.0,1.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.599198397
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,432.0,1.0,5.0,126.0,69.0,8.0,16.0,133.0,121.0,1.0,324.0,9.0,0.0,0.0,2.0,42.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,145.762081784
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/902213/1/,888.0,2.0,4.0,21.0,3.0,7.0,12.0,393.0,700.0,1.0,958.0,8.0,0.0,0.0,1.0,6.0,1.0,0.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,195.048025614
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/902213/1/,184.0,1.0,1.0,1.0,2.0,1.0,8.0,98.0,120.0,1.0,206.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,137.697841727
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343607/1/,823.0,6.0,2.0,120.0,123.0,6.0,64.0,481.0,503.0,7.0,140.0,29.0,1.0,22.0,3.0,56.0,4.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.1812080537
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,1738.0,2.0,18.0,338.0,496.0,40.0,29.0,639.0,737.0,3.0,97.0,48.0,1.0,0.0,1.0,56.0,2.0,3.0,62.0,6.0,3.0,1.0,0.0,7.0,5.0,4.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,145.843575419
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/902213/1/,1018.0,2.0,2.0,5.0,2.0,8.0,26.0,708.0,579.0,1.0,1145.0,41.0,0.0,0.0,1.0,6.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,205.854126679
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343607/1/,690.0,3.0,1.0,85.0,73.0,18.0,31.0,302.0,423.0,4.0,94.0,21.0,1.0,16.0,1.0,44.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.2879377432
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,1270.0,3.0,13.0,93.0,574.0,46.0,37.0,342.0,294.0,3.0,97.0,41.0,2.0,0.0,2.0,77.0,1.0,5.0,30.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,28.0,0.0,6.0,0.0,0.0,0.0,0.0,137.837837838
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/902213/1/,728.0,2.0,4.0,3.0,2.0,1.0,21.0,525.0,332.0,1.0,826.0,7.0,0.0,0.0,1.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,207.091412742
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,1163.0,4.0,9.0,10.0,1255.0,51.0,77.0,776.0,221.0,2.0,109.0,38.0,0.0,0.0,6.0,120.0,2.0,71.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,221.734213007
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,345.0,5.0,15.0,78.0,115.0,30.0,21.0,291.0,346.0,3.0,60.0,59.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0,3.0,88.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7869934025
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/902213/1/,556.0,2.0,2.0,3.0,2.0,1.0,10.0,402.0,414.0,3.0,805.0,12.0,0.0,0.0,1.0,7.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,214.984025559
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,1432.0,5.0,13.0,49.0,1527.0,63.0,85.0,899.0,327.0,2.0,120.0,43.0,0.0,2.0,3.0,115.0,2.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,231.170731707
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,427.0,9.0,13.0,144.0,178.0,42.0,10.0,230.0,515.0,4.0,55.0,81.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,6.0,87.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.8780487805
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/902213/1/,1148.0,2.0,2.0,3.0,2.0,3.0,23.0,734.0,641.0,1.0,1082.0,10.0,0.0,0.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,2.0,0.0,0.0,0.0,0.0,0.0,216.864654333
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,247.0,4.0,7.0,18.0,113.0,24.0,17.0,117.0,312.0,1.0,12.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.6023738872
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,684.0,1.0,3.0,63.0,318.0,23.0,21.0,105.0,194.0,2.0,44.0,17.0,0.0,0.0,1.0,88.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,24.0,0.0,3.0,0.0,0.0,0.0,0.0,143.063328424
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/902213/1/,965.0,2.0,2.0,4.0,3.0,1.0,18.0,515.0,427.0,1.0,932.0,20.0,0.0,0.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.0,0.0,0.0,0.0,0.0,0.0,205.098493627
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,425.0,4.0,16.0,64.0,160.0,36.0,16.0,259.0,311.0,5.0,73.0,100.0,0.0,0.0,0.0,0.0,1.0,38.0,0.0,0.0,2.0,3.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.1703637977
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,1290.0,1.0,7.0,88.0,482.0,31.0,28.0,196.0,306.0,1.0,91.0,15.0,0.0,0.0,2.0,114.0,1.0,21.0,50.0,1.0,0.0,0.0,0.0,1.0,19.0,2.0,17.0,0.0,3.0,0.0,0.0,0.0,0.0,147.234042553
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344987/1/,524.0,6.0,11.0,23.0,818.0,40.0,44.0,403.0,237.0,2.0,44.0,43.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.80669145
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343607/1/,219.0,2.0,3.0,42.0,34.0,1.0,14.0,125.0,195.0,3.0,57.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2495309568
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,1270.0,5.0,9.0,5.0,1452.0,66.0,74.0,748.0,357.0,2.0,127.0,37.0,0.0,0.0,2.0,102.0,2.0,31.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.52892562
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343607/1/,508.0,5.0,1.0,110.0,91.0,17.0,25.0,267.0,442.0,4.0,74.0,16.0,1.0,6.0,2.0,78.0,2.0,46.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4986225895
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,844.0,5.0,5.0,122.0,170.0,10.0,57.0,711.0,744.0,2.0,108.0,33.0,2.0,0.0,4.0,187.0,3.0,60.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.024423338
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/4167590/1/,895.0,6.0,1.0,418.0,602.0,16.0,42.0,262.0,127.0,3.0,83.0,42.0,2.0,44.0,3.0,40.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.702647658
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344987/1/,1000.0,4.0,12.0,85.0,1019.0,55.0,61.0,526.0,207.0,2.0,61.0,20.0,1.0,0.0,5.0,126.0,3.0,55.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.636678201
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343607/1/,397.0,3.0,2.0,78.0,63.0,15.0,13.0,208.0,333.0,5.0,61.0,7.0,1.0,16.0,1.0,45.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.4431554524
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,856.0,4.0,5.0,1.0,1227.0,70.0,65.0,719.0,308.0,3.0,95.0,31.0,0.0,0.0,2.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.652014652
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,305.0,5.0,10.0,43.0,139.0,50.0,20.0,138.0,350.0,1.0,4.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4468864469
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,663.0,2.0,5.0,342.0,78.0,3.0,54.0,899.0,813.0,2.0,85.0,31.0,1.0,9.0,4.0,92.0,1.0,50.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.901287554
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344987/1/,1147.0,4.0,7.0,24.0,1347.0,66.0,93.0,693.0,432.0,2.0,77.0,30.0,2.0,3.0,2.0,95.0,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.29512894
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,397.0,4.0,9.0,37.0,148.0,48.0,28.0,173.0,312.0,2.0,64.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,102.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3460803059
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,899.0,4.0,4.0,173.0,126.0,15.0,58.0,862.0,928.0,3.0,136.0,50.0,3.0,17.0,5.0,149.0,6.0,56.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.434083601
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/4167590/1/,848.0,6.0,1.0,434.0,551.0,22.0,46.0,336.0,123.0,3.0,145.0,54.0,2.0,58.0,2.0,93.0,1.0,0.0,0.0,0.0,6.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.839228296
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,1777.0,6.0,8.0,36.0,1808.0,95.0,129.0,1093.0,641.0,2.0,120.0,32.0,1.0,0.0,3.0,135.0,4.0,84.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.11241907
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,577.0,6.0,21.0,105.0,163.0,36.0,74.0,444.0,372.0,5.0,83.0,95.0,0.0,0.0,0.0,0.0,2.0,70.0,0.0,0.0,1.0,6.0,133.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9752650177
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/3985949/1/,675.0,3.0,8.0,276.0,115.0,13.0,36.0,705.0,696.0,3.0,83.0,45.0,4.0,6.0,7.0,113.0,4.0,46.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.724465558
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/4167590/1/,748.0,6.0,1.0,376.0,506.0,14.0,40.0,240.0,88.0,4.0,88.0,42.0,3.0,37.0,2.0,52.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.861660079
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2343012/1/,1305.0,5.0,3.0,795.0,721.0,14.0,30.0,504.0,203.0,1.0,146.0,38.0,2.0,0.0,1.0,63.0,1.0,16.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.043865226
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,2197.0,1.0,4.0,806.0,9.0,2.0,19.0,1712.0,2.0,9.0,1347.0,25.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,236.52892562
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,609.0,1.0,4.0,88.0,415.0,4.0,9.0,354.0,98.0,1.0,35.0,27.0,0.0,0.0,1.0,15.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,149.957325747
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/4665241/1/,247.0,3.0,10.0,58.0,34.0,55.0,2.0,974.0,743.0,3.0,5.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,167.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.581792319
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,489.0,5.0,2.0,674.0,454.0,8.0,33.0,570.0,44.0,2.0,34.0,16.0,1.0,0.0,1.0,13.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.016194332
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,1199.0,3.0,10.0,328.0,14.0,2.0,14.0,703.0,4.0,4.0,670.0,16.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,182.370820669
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,171.0,2.0,1.0,279.0,196.0,1.0,12.0,233.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.277108434
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,336.0,0.0,1.0,0.0,0.0,5.0,13.0,219.0,71.0,2.0,300.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.656716418
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/4417787/1/,869.0,1.0,3.0,59.0,330.0,11.0,26.0,339.0,89.0,1.0,21.0,26.0,1.0,6.0,1.0,10.0,2.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,128.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,142.211538462
race:Protoss,status:Win,http://us.battle.net/sc2/en/profile/4665241/1/,321.0,3.0,11.0,24.0,53.0,64.0,2.0,953.0,753.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.068427371
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,1309.0,2.0,3.0,25.0,6.0,1.0,73.0,607.0,81.0,4.0,671.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.64453125
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,593.0,2.0,2.0,19.0,685.0,7.0,54.0,410.0,293.0,4.0,105.0,25.0,0.0,0.0,1.0,23.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.340798442
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,948.0,1.0,2.0,26.0,17.0,1.0,49.0,427.0,29.0,4.0,470.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.019950125
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,557.0,3.0,3.0,66.0,702.0,10.0,13.0,60.0,354.0,4.0,57.0,41.0,0.0,0.0,2.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.789539228
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,158.0,1.0,1.0,271.0,163.0,1.0,9.0,139.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.868525896
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,379.0,1.0,1.0,21.0,420.0,5.0,6.0,16.0,106.0,1.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.35483871
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,323.0,1.0,1.0,512.0,264.0,14.0,17.0,395.0,72.0,2.0,79.0,10.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.191011236
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,510.0,1.0,1.0,48.0,642.0,6.0,13.0,116.0,288.0,2.0,43.0,6.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.595041322
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,784.0,0.0,3.0,26.0,0.0,1.0,34.0,348.0,54.0,4.0,415.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.323529412
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,664.0,0.0,2.0,50.0,0.0,3.0,21.0,632.0,0.0,3.0,719.0,9.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,187.433628319
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/4167590/1/,841.0,8.0,1.0,399.0,566.0,11.0,29.0,253.0,92.0,6.0,110.0,52.0,3.0,44.0,4.0,71.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.284009547
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,1094.0,5.0,3.0,45.0,162.0,8.0,17.0,275.0,154.0,1.0,742.0,18.0,1.0,0.0,6.0,712.0,1.0,61.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,159.126290707
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,1629.0,2.0,5.0,48.0,10.0,2.0,77.0,690.0,53.0,6.0,765.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.371405094
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,1294.0,0.0,2.0,37.0,0.0,1.0,25.0,1044.0,0.0,4.0,1253.0,17.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,182.864197531
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,1254.0,3.0,3.0,13.0,29.0,2.0,48.0,511.0,71.0,5.0,597.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.769230769
