@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://us.battle.net/sc2/en/profile/2553612/1/,http://eu.battle.net/sc2/en/profile/1139573/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://eu.battle.net/sc2/en/profile/2115876/1/,http://kr.battle.net/sc2/en/profile/1126978/2/,http://eu.battle.net/sc2/en/profile/1021189/1/,http://us.battle.net/sc2/en/profile/5142993/1/,http://eu.battle.net/sc2/en/profile/4149248/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://us.battle.net/sc2/en/profile/4176016/1/,http://us.battle.net/sc2/en/profile/5393959/1/,http://eu.battle.net/sc2/en/profile/315813/1/,http://us.battle.net/sc2/en/profile/5376901/1/,http://us.battle.net/sc2/en/profile/3085708/1/,http://kr.battle.net/sc2/en/profile/2343240/1/,http://kr.battle.net/sc2/en/profile/2344252/1/,http://kr.battle.net/sc2/en/profile/2344333/1/,http://kr.battle.net/sc2/en/profile/2341700/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://us.battle.net/sc2/en/profile/3301677/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://us.battle.net/sc2/en/profile/4819996/1/,http://kr.battle.net/sc2/en/profile/2333312/1/,http://eu.battle.net/sc2/en/profile/2222468/1/,http://eu.battle.net/sc2/en/profile/1143713/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://us.battle.net/sc2/en/profile/902213/1/,http://eu.battle.net/sc2/en/profile/326029/1/,http://us.battle.net/sc2/en/profile/3650249/1/,http://kr.battle.net/sc2/en/profile/2343479/1/,http://kr.battle.net/sc2/en/profile/2344207/1/,http://eu.battle.net/sc2/en/profile/2383348/1/,http://eu.battle.net/sc2/en/profile/2526293/1/,http://kr.battle.net/sc2/en/profile/2342491/1/,http://us.battle.net/sc2/en/profile/4167590/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://us.battle.net/sc2/en/profile/4174681/1/,http://kr.battle.net/sc2/en/profile/2342294/1/,http://kr.battle.net/sc2/en/profile/2343979/1/,http://us.battle.net/sc2/en/profile/3949344/1/,http://eu.battle.net/sc2/en/profile/950504/1/,http://eu.battle.net/sc2/en/profile/2898004/1/,http://kr.battle.net/sc2/en/profile/2343531/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://eu.battle.net/sc2/en/profile/239335/1/,http://eu.battle.net/sc2/en/profile/3401218/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://kr.battle.net/sc2/en/profile/2345126/1/,http://kr.battle.net/sc2/en/profile/2342785/1/,http://kr.battle.net/sc2/en/profile/2344230/1/,http://kr.battle.net/sc2/en/profile/2343484/1/,http://eu.battle.net/sc2/en/profile/2048063/1/,http://us.battle.net/sc2/en/profile/2575821/1/,http://us.battle.net/sc2/en/profile/3426440/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://kr.battle.net/sc2/en/profile/2342269/1/,http://us.battle.net/sc2/en/profile/2735594/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://us.battle.net/sc2/en/profile/1317068/1/,http://kr.battle.net/sc2/en/profile/2342343/1/,http://eu.battle.net/sc2/en/profile/284466/1/,http://kr.battle.net/sc2/en/profile/2344602/1/,http://eu.battle.net/sc2/en/profile/1058669/1/,http://us.battle.net/sc2/en/profile/2537456/1/,http://kr.battle.net/sc2/en/profile/4324250/1/,http://eu.battle.net/sc2/en/profile/2101268/1/,http://eu.battle.net/sc2/en/profile/4341883/1/,http://eu.battle.net/sc2/en/profile/3090974/1/,http://us.battle.net/sc2/en/profile/4589387/1/,http://kr.battle.net/sc2/en/profile/2343910/1/,http://kr.battle.net/sc2/en/profile/2342983/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://us.battle.net/sc2/en/profile/3819890/1/,http://kr.battle.net/sc2/en/profile/2343607/1/,http://us.battle.net/sc2/en/profile/3948354/1/,http://kr.battle.net/sc2/en/profile/2340350/1/,http://us.battle.net/sc2/en/profile/3502513/1/,http://us.battle.net/sc2/en/profile/1640778/1/,http://kr.battle.net/sc2/en/profile/4529934/1/,http://kr.battle.net/sc2/en/profile/2344728/1/,http://kr.battle.net/sc2/en/profile/2240191/1/,http://kr.battle.net/sc2/en/profile/2342766/1/,http://us.battle.net/sc2/en/profile/3179642/1/,http://kr.battle.net/sc2/en/profile/2341765/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://us.battle.net/sc2/en/profile/2541852/1/,http://eu.battle.net/sc2/en/profile/377576/1/,http://kr.battle.net/sc2/en/profile/2344428/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://kr.battle.net/sc2/en/profile/2342923/1/,http://kr.battle.net/sc2/en/profile/1178662/2/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2343733/1/,http://kr.battle.net/sc2/en/profile/2341575/1/,http://kr.battle.net/sc2/en/profile/3488858/1/,http://us.battle.net/sc2/en/profile/3985949/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2341466/1/,http://kr.battle.net/sc2/en/profile/2343882/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://eu.battle.net/sc2/en/profile/884897/1/,http://kr.battle.net/sc2/en/profile/2342794/1/,http://eu.battle.net/sc2/en/profile/788178/1/,http://kr.battle.net/sc2/en/profile/2332264/1/,http://kr.battle.net/sc2/en/profile/2344407/1/,http://kr.battle.net/sc2/en/profile/2342147/1/,http://kr.battle.net/sc2/en/profile/2343852/1/,http://us.battle.net/sc2/en/profile/558433/1/,http://us.battle.net/sc2/en/profile/4629528/1/,http://kr.battle.net/sc2/en/profile/2341492/1/,http://kr.battle.net/sc2/en/profile/2344987/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://kr.battle.net/sc2/en/profile/1106851/2/,http://us.battle.net/sc2/en/profile/2133676/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://kr.battle.net/sc2/en/profile/2344285/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey72 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey31 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,470.0,1.0,2.0,17.0,596.0,9.0,21.0,197.0,222.0,3.0,76.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.271676301
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/3538115/1/,475.0,0.0,3.0,4.0,0.0,2.0,9.0,178.0,40.0,0.0,0.0,13.0,0.0,0.0,3.0,678.0,0.0,0.0,0.0,4.0,7.0,517.0,0.0,0.0,9.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,179.6
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343607/1/,256.0,1.0,0.0,0.0,1.0,1.0,17.0,109.0,255.0,2.0,33.0,3.0,1.0,18.0,1.0,11.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.608899297
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,388.0,1.0,1.0,33.0,459.0,7.0,13.0,64.0,192.0,2.0,57.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.406698565
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/3538115/1/,268.0,0.0,2.0,1.0,0.0,6.0,5.0,209.0,107.0,0.0,0.0,15.0,0.0,0.0,2.0,454.0,1.0,3.0,0.0,3.0,8.0,338.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,203.066037736
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343607/1/,314.0,1.0,2.0,11.0,5.0,1.0,33.0,188.0,293.0,2.0,40.0,2.0,2.0,24.0,1.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.5047021944
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,565.0,1.0,1.0,11.0,635.0,8.0,24.0,200.0,245.0,2.0,52.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.219435737
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343263/1/,208.0,4.0,33.0,339.0,215.0,20.0,1.0,408.0,200.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,154.711316397
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344207/1/,335.0,2.0,2.0,124.0,101.0,9.0,15.0,35.0,261.0,0.0,48.0,10.0,2.0,0.0,0.0,0.0,1.0,75.0,0.0,1.0,1.0,323.0,0.0,2.0,0.0,1.0,120.0,0.0,6.0,0.0,0.0,0.0,0.0,165.727482679
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343263/1/,228.0,4.0,51.0,278.0,186.0,10.0,1.0,323.0,183.0,1.0,64.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,141.030358786
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344207/1/,349.0,2.0,3.0,151.0,114.0,8.0,16.0,66.0,259.0,0.0,32.0,6.0,0.0,0.0,0.0,0.0,1.0,43.0,1.0,2.0,1.0,330.0,0.0,2.0,1.0,1.0,131.0,0.0,4.0,0.0,0.0,0.0,0.0,193.388429752
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/4341883/1/,184.0,11.0,6.0,325.0,393.0,1.0,3.0,750.0,47.0,2.0,46.0,5.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.628830874
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/4341883/1/,232.0,16.0,8.0,333.0,417.0,1.0,3.0,836.0,4.0,4.0,64.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.915966387
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343263/1/,255.0,7.0,42.0,337.0,139.0,18.0,1.0,381.0,102.0,0.0,0.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,139.644760213
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344207/1/,327.0,2.0,2.0,148.0,84.0,14.0,28.0,37.0,337.0,0.0,32.0,10.0,0.0,0.0,0.0,0.0,1.0,48.0,0.0,2.0,1.0,380.0,0.0,7.0,0.0,1.0,195.0,0.0,3.0,1.0,1.0,1.0,0.0,171.200473093
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343607/1/,313.0,2.0,3.0,5.0,7.0,1.0,24.0,119.0,268.0,2.0,49.0,11.0,1.0,10.0,2.0,37.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.3996737357
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343263/1/,316.0,2.0,65.0,302.0,333.0,17.0,1.0,475.0,250.0,1.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,158.58190709
race:Protoss,status:Win,http://eu.battle.net/sc2/en/profile/4341883/1/,163.0,19.0,5.0,240.0,542.0,2.0,2.0,795.0,78.0,1.0,38.0,3.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.709359606
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343607/1/,244.0,2.0,3.0,21.0,9.0,1.0,14.0,147.0,253.0,2.0,42.0,8.0,1.0,9.0,1.0,5.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.5488474204
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343263/1/,303.0,3.0,75.0,302.0,209.0,22.0,1.0,389.0,157.0,1.0,49.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,153.289473684
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/284466/1/,322.0,1.0,1.0,2.0,73.0,0.0,8.0,63.0,0.0,2.0,342.0,36.0,0.0,0.0,1.0,458.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,134.233365477
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,464.0,3.0,2.0,61.0,562.0,6.0,10.0,113.0,209.0,6.0,43.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.956353055
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344207/1/,332.0,2.0,2.0,177.0,111.0,7.0,16.0,49.0,298.0,0.0,41.0,7.0,1.0,0.0,0.0,1.0,1.0,60.0,0.0,1.0,3.0,351.0,0.0,2.0,0.0,1.0,191.0,0.0,4.0,1.0,1.0,1.0,0.0,173.837209302
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/284466/1/,282.0,1.0,1.0,1.0,66.0,0.0,11.0,71.0,0.0,3.0,352.0,32.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,133.105590062
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,415.0,3.0,4.0,31.0,490.0,3.0,20.0,144.0,185.0,6.0,49.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.781609195
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344207/1/,346.0,3.0,2.0,78.0,69.0,12.0,20.0,42.0,368.0,0.0,39.0,9.0,0.0,1.0,0.0,0.0,1.0,46.0,1.0,1.0,1.0,406.0,0.0,6.0,0.0,1.0,165.0,0.0,3.0,1.0,1.0,1.0,0.0,189.961612284
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343263/1/,264.0,3.0,63.0,328.0,215.0,12.0,1.0,469.0,167.0,1.0,34.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,24.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,149.909365559
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,473.0,2.0,1.0,22.0,695.0,6.0,10.0,164.0,349.0,3.0,32.0,20.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.061553986
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/284466/1/,275.0,1.0,1.0,132.0,110.0,2.0,15.0,85.0,24.0,2.0,398.0,22.0,0.0,0.0,1.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,138.331595412
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343263/1/,252.0,3.0,67.0,282.0,355.0,15.0,1.0,415.0,317.0,1.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.578125
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,520.0,2.0,2.0,9.0,687.0,9.0,16.0,185.0,287.0,2.0,41.0,9.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.114933542
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/4064798/1/,223.0,3.0,21.0,102.0,400.0,16.0,1.0,200.0,383.0,4.0,271.0,22.0,2.0,46.0,3.0,72.0,3.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,176.086956522
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343263/1/,283.0,4.0,97.0,323.0,374.0,20.0,1.0,452.0,264.0,1.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,161.89233279
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,560.0,2.0,2.0,29.0,701.0,7.0,15.0,202.0,324.0,3.0,39.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.822620016
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344987/1/,490.0,3.0,7.0,28.0,657.0,38.0,34.0,328.0,187.0,2.0,58.0,9.0,0.0,0.0,2.0,111.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,214.8
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342269/1/,415.0,1.0,1.0,23.0,288.0,6.0,12.0,70.0,112.0,1.0,163.0,8.0,2.0,22.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.826325411
race:Terran,status:Loss,http://eu.battle.net/sc2/en/profile/4064798/1/,215.0,5.0,21.0,21.0,368.0,16.0,1.0,231.0,431.0,4.0,320.0,20.0,2.0,44.0,3.0,26.0,2.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,175.719381688
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,383.0,2.0,6.0,13.0,555.0,48.0,28.0,276.0,140.0,3.0,54.0,22.0,1.0,0.0,2.0,70.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,215.78713969
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342269/1/,380.0,1.0,1.0,16.0,267.0,7.0,11.0,44.0,99.0,1.0,93.0,11.0,2.0,19.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.046563193
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/4064798/1/,228.0,4.0,27.0,34.0,297.0,23.0,1.0,239.0,387.0,4.0,260.0,19.0,2.0,38.0,3.0,48.0,2.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,169.181184669
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344987/1/,571.0,2.0,15.0,21.0,681.0,63.0,46.0,374.0,207.0,2.0,85.0,7.0,0.0,0.0,2.0,59.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,197.326829268
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342269/1/,507.0,1.0,2.0,36.0,279.0,10.0,56.0,94.0,134.0,1.0,142.0,5.0,1.0,38.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.35546875
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342147/1/,374.0,0.0,1.0,32.0,0.0,6.0,6.0,436.0,245.0,1.0,470.0,5.0,0.0,0.0,2.0,309.0,3.0,22.0,0.0,0.0,0.0,340.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.112890312
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,241.0,16.0,1.0,274.0,165.0,12.0,17.0,96.0,149.0,4.0,140.0,37.0,1.0,0.0,2.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,109.839486356
race:Terran,status:Win,http://eu.battle.net/sc2/en/profile/4064798/1/,208.0,3.0,20.0,136.0,321.0,16.0,1.0,212.0,431.0,4.0,337.0,14.0,2.0,26.0,3.0,56.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,175.73403555
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342147/1/,368.0,0.0,1.0,65.0,0.0,1.0,9.0,165.0,251.0,1.0,554.0,10.0,0.0,0.0,1.0,306.0,3.0,74.0,0.0,0.0,0.0,155.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.948301329
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,252.0,15.0,1.0,345.0,181.0,12.0,5.0,25.0,113.0,4.0,129.0,38.0,1.0,3.0,2.0,18.0,2.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,104.05904059
race:Zerg,status:Loss,http://eu.battle.net/sc2/en/profile/2101268/1/,467.0,1.0,2.0,267.0,521.0,4.0,14.0,388.0,61.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,188.172043011
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342147/1/,389.0,0.0,1.0,50.0,0.0,1.0,14.0,225.0,167.0,1.0,429.0,7.0,0.0,0.0,2.0,240.0,1.0,49.0,0.0,0.0,0.0,211.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.16481775
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,235.0,13.0,3.0,410.0,257.0,4.0,5.0,27.0,124.0,3.0,110.0,35.0,1.0,1.0,3.0,15.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,96.2665256478
race:Zerg,status:Win,http://eu.battle.net/sc2/en/profile/2101268/1/,428.0,1.0,3.0,299.0,552.0,7.0,21.0,249.0,26.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,159.051724138
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344987/1/,522.0,3.0,12.0,43.0,772.0,54.0,36.0,374.0,263.0,2.0,47.0,26.0,0.0,0.0,2.0,54.0,2.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,205.703373647
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,193.0,14.0,1.0,293.0,219.0,12.0,8.0,48.0,79.0,3.0,50.0,46.0,0.0,0.0,3.0,18.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.5541401274
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,517.0,4.0,11.0,17.0,756.0,47.0,45.0,445.0,139.0,2.0,51.0,21.0,0.0,0.0,3.0,98.0,2.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,204.723404255
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,239.0,19.0,1.0,332.0,232.0,8.0,15.0,89.0,133.0,3.0,99.0,39.0,1.0,0.0,2.0,22.0,1.0,17.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,113.838526912
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344987/1/,581.0,3.0,9.0,24.0,814.0,50.0,51.0,440.0,185.0,4.0,75.0,18.0,0.0,0.0,2.0,51.0,1.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,228.727272727
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,213.0,16.0,1.0,227.0,129.0,8.0,19.0,108.0,109.0,4.0,115.0,30.0,1.0,0.0,2.0,14.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,102.245827011
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342147/1/,390.0,0.0,1.0,36.0,0.0,4.0,4.0,87.0,318.0,1.0,468.0,12.0,0.0,0.0,1.0,318.0,2.0,13.0,0.0,0.0,0.0,286.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.897360704
