@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://kr.battle.net/sc2/en/profile/2343479/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://eu.battle.net/sc2/en/profile/377576/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://kr.battle.net/sc2/en/profile/2342343/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey72 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey31 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/4665241/1/,58.0,3.0,6.0,8.0,23.0,19.0,1.0,401.0,248.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,107.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.946721311
race:Protoss,status:Win,http://us.battle.net/sc2/en/profile/4665241/1/,79.0,1.0,2.0,9.0,13.0,16.0,1.0,581.0,277.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,228.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.166814552
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343263/1/,132.0,1.0,40.0,198.0,74.0,3.0,1.0,289.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.178807947
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343263/1/,136.0,1.0,50.0,160.0,77.0,2.0,1.0,295.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,142.677165354
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,113.0,2.0,0.0,0.0,191.0,2.0,2.0,32.0,0.0,1.0,375.0,3.0,0.0,0.0,2.0,136.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.371040724
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,109.0,1.0,0.0,0.0,161.0,2.0,2.0,28.0,0.0,1.0,408.0,4.0,1.0,0.0,3.0,210.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.64957265
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,174.0,1.0,0.0,0.0,258.0,1.0,1.0,3.0,0.0,1.0,500.0,4.0,1.0,0.0,3.0,141.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.844155844
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,422.0,0.0,2.0,16.0,0.0,1.0,11.0,123.0,33.0,3.0,196.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.924428822
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,458.0,0.0,1.0,6.0,0.0,1.0,5.0,137.0,9.0,3.0,220.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.76
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,375.0,0.0,1.0,10.0,0.0,1.0,11.0,138.0,42.0,3.0,160.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.962178517
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,5.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.818181818
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,141.0,2.0,0.0,0.0,224.0,2.0,2.0,41.0,0.0,1.0,370.0,9.0,0.0,0.0,2.0,120.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.344370861
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,119.0,3.0,0.0,0.0,284.0,3.0,5.0,21.0,0.0,3.0,370.0,2.0,0.0,0.0,2.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.366459627
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,334.0,0.0,2.0,11.0,0.0,3.0,13.0,143.0,34.0,3.0,194.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.657894737
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,107.0,2.0,0.0,0.0,209.0,2.0,2.0,39.0,0.0,1.0,310.0,3.0,0.0,0.0,2.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.825757576
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,428.0,0.0,2.0,14.0,0.0,2.0,19.0,127.0,19.0,3.0,205.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,434.0,0.0,1.0,9.0,0.0,1.0,9.0,139.0,64.0,3.0,193.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.757832345
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,398.0,1.0,1.0,17.0,2.0,1.0,5.0,116.0,32.0,4.0,197.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.990654206
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,411.0,0.0,1.0,12.0,0.0,1.0,7.0,123.0,26.0,3.0,151.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.578947368
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,392.0,4.0,1.0,1.0,486.0,3.0,0.0,0.0,250.0,1.0,14.0,17.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.409292035
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,271.0,2.0,4.0,36.0,370.0,3.0,0.0,0.0,159.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.125874126
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,476.0,2.0,1.0,1.0,548.0,6.0,3.0,3.0,313.0,1.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.162436548
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,356.0,1.0,1.0,17.0,473.0,7.0,2.0,6.0,299.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.941558442
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,437.0,1.0,2.0,41.0,566.0,8.0,2.0,11.0,306.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.493530499
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/4417787/1/,172.0,1.0,3.0,14.0,198.0,2.0,7.0,59.0,51.0,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.418314256
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,177.0,1.0,3.0,25.0,156.0,2.0,7.0,116.0,18.0,1.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.962920046
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,161.0,1.0,2.0,50.0,149.0,4.0,14.0,86.0,63.0,1.0,23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.035242291
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,204.0,1.0,4.0,5.0,214.0,4.0,17.0,146.0,55.0,2.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.097345133
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,164.0,1.0,1.0,34.0,174.0,2.0,13.0,128.0,29.0,1.0,7.0,7.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.997084548
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,172.0,28.0,1.0,240.0,91.0,0.0,2.0,24.0,0.0,1.0,98.0,50.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.248677249
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,186.0,20.0,1.0,270.0,68.0,1.0,3.0,38.0,58.0,2.0,170.0,45.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.758700696
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,138.0,19.0,3.0,212.0,54.0,2.0,2.0,51.0,43.0,4.0,146.0,42.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.157190635
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,214.0,2.0,4.0,96.0,11.0,2.0,2.0,11.0,101.0,1.0,284.0,7.0,1.0,0.0,1.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.186887717
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,180.0,2.0,4.0,124.0,16.0,2.0,2.0,57.0,82.0,1.0,274.0,7.0,1.0,0.0,3.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.626692456
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342419/1/,174.0,1.0,4.0,109.0,1.0,3.0,11.0,82.0,40.0,1.0,249.0,12.0,0.0,0.0,5.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.323232323
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,86.0,10.0,1.0,149.0,119.0,1.0,1.0,4.0,68.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.7892074199
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,145.0,15.0,1.0,214.0,73.0,2.0,1.0,4.0,28.0,2.0,64.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.676470588
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,203.0,1.0,4.0,119.0,3.0,2.0,1.0,44.0,95.0,1.0,285.0,9.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.352941176
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,149.0,11.0,1.0,211.0,87.0,2.0,1.0,10.0,23.0,2.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.4004914005
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342419/1/,203.0,2.0,6.0,122.0,13.0,2.0,0.0,0.0,45.0,1.0,246.0,7.0,1.0,0.0,1.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.156862745
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342419/1/,183.0,2.0,5.0,107.0,16.0,2.0,1.0,24.0,63.0,1.0,277.0,8.0,1.0,0.0,1.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.700073153
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,189.0,2.0,6.0,107.0,8.0,3.0,2.0,32.0,79.0,1.0,266.0,9.0,1.0,0.0,1.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.561003421
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,219.0,1.0,5.0,124.0,22.0,2.0,7.0,25.0,88.0,1.0,274.0,8.0,0.0,0.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.762081784
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,156.0,2.0,3.0,33.0,185.0,2.0,15.0,51.0,35.0,3.0,63.0,3.0,0.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.843575419
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,165.0,1.0,1.0,31.0,259.0,2.0,11.0,49.0,39.0,2.0,81.0,3.0,0.0,0.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.837837838
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,91.0,1.0,6.0,34.0,5.0,1.0,4.0,109.0,131.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7869934025
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,106.0,1.0,4.0,26.0,26.0,2.0,5.0,114.0,178.0,2.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,88.8780487805
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,123.0,1.0,4.0,6.0,22.0,2.0,9.0,82.0,174.0,1.0,9.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,91.6023738872
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,178.0,1.0,1.0,39.0,195.0,2.0,7.0,23.0,74.0,2.0,26.0,4.0,0.0,0.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.063328424
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,110.0,1.0,3.0,17.0,8.0,1.0,7.0,81.0,150.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,84.1703637977
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,172.0,1.0,1.0,39.0,194.0,5.0,8.0,32.0,43.0,1.0,57.0,4.0,0.0,0.0,2.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.234042553
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,101.0,1.0,4.0,16.0,29.0,7.0,9.0,72.0,155.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4468864469
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,81.0,1.0,5.0,28.0,6.0,1.0,5.0,97.0,129.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3460803059
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,100.0,1.0,5.0,22.0,19.0,2.0,7.0,51.0,109.0,3.0,7.0,29.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9752650177
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2343012/1/,191.0,1.0,3.0,335.0,173.0,4.0,2.0,160.0,73.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.043865226
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,307.0,0.0,2.0,1.0,0.0,1.0,3.0,332.0,0.0,2.0,337.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,236.52892562
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,185.0,1.0,1.0,29.0,220.0,2.0,8.0,74.0,87.0,1.0,20.0,7.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,14.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.957325747
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/4665241/1/,91.0,2.0,5.0,28.0,7.0,29.0,2.0,533.0,287.0,2.0,0.0,4.0,1.0,0.0,1.0,0.0,159.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.581792319
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,135.0,2.0,1.0,274.0,158.0,2.0,7.0,118.0,29.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.016194332
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,436.0,0.0,2.0,4.0,0.0,1.0,2.0,263.0,0.0,2.0,306.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.370820669
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,151.0,2.0,1.0,261.0,170.0,1.0,12.0,203.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.277108434
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,304.0,0.0,1.0,0.0,0.0,5.0,9.0,200.0,71.0,2.0,277.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.656716418
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/4417787/1/,202.0,1.0,1.0,39.0,153.0,3.0,12.0,76.0,45.0,1.0,12.0,8.0,0.0,0.0,1.0,7.0,2.0,0.0,1.0,0.0,19.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.211538462
race:Protoss,status:Win,http://us.battle.net/sc2/en/profile/4665241/1/,61.0,2.0,6.0,10.0,30.0,11.0,2.0,526.0,292.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,178.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.068427371
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,317.0,0.0,1.0,12.0,0.0,1.0,14.0,132.0,80.0,3.0,108.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.64453125
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,270.0,1.0,1.0,4.0,366.0,2.0,2.0,30.0,148.0,2.0,14.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.340798442
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,307.0,1.0,1.0,12.0,17.0,1.0,14.0,131.0,27.0,4.0,201.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.019950125
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,382.0,2.0,2.0,19.0,493.0,3.0,1.0,1.0,202.0,1.0,7.0,21.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.789539228
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,158.0,1.0,1.0,271.0,163.0,1.0,9.0,139.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.868525896
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,379.0,1.0,1.0,21.0,420.0,5.0,6.0,16.0,106.0,1.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.35483871
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,169.0,1.0,1.0,301.0,150.0,2.0,2.0,159.0,20.0,2.0,10.0,7.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.191011236
