@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://kr.battle.net/sc2/en/profile/2343479/1/,http://us.battle.net/sc2/en/profile/3985949/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://eu.battle.net/sc2/en/profile/2101268/1/,http://kr.battle.net/sc2/en/profile/2344207/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2343882/1/,http://us.battle.net/sc2/en/profile/4167590/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://kr.battle.net/sc2/en/profile/2332264/1/,http://eu.battle.net/sc2/en/profile/884897/1/,http://kr.battle.net/sc2/en/profile/2343607/1/,http://kr.battle.net/sc2/en/profile/2342794/1/,http://kr.battle.net/sc2/en/profile/2343484/1/,http://eu.battle.net/sc2/en/profile/788178/1/,http://kr.battle.net/sc2/en/profile/2343240/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://us.battle.net/sc2/en/profile/3301677/1/,http://kr.battle.net/sc2/en/profile/2341700/1/,http://eu.battle.net/sc2/en/profile/2222468/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://kr.battle.net/sc2/en/profile/2344230/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://kr.battle.net/sc2/en/profile/2344333/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://eu.battle.net/sc2/en/profile/1143713/1/,http://us.battle.net/sc2/en/profile/3426440/1/,http://kr.battle.net/sc2/en/profile/2342766/1/,http://kr.battle.net/sc2/en/profile/2342147/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://kr.battle.net/sc2/en/profile/2341492/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://kr.battle.net/sc2/en/profile/2344987/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://kr.battle.net/sc2/en/profile/2342269/1/,http://kr.battle.net/sc2/en/profile/1106851/2/,http://eu.battle.net/sc2/en/profile/377576/1/,http://eu.battle.net/sc2/en/profile/3401218/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://us.battle.net/sc2/en/profile/902213/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://eu.battle.net/sc2/en/profile/1058669/1/,http://kr.battle.net/sc2/en/profile/2342343/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey72 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey31 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343484/1/,163.0,3.0,3.0,127.0,75.0,24.0,25.0,186.0,22.0,1.0,244.0,12.0,1.0,1.0,2.0,53.0,1.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.637666325
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341492/1/,517.0,14.0,6.0,117.0,162.0,9.0,5.0,567.0,237.0,4.0,16.0,6.0,2.0,1.0,1.0,106.0,5.0,61.0,2.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.537917088
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341492/1/,453.0,13.0,13.0,80.0,46.0,11.0,13.0,403.0,248.0,4.0,48.0,7.0,3.0,3.0,1.0,203.0,2.0,204.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.622807018
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2342419/1/,484.0,3.0,6.0,125.0,63.0,9.0,11.0,105.0,87.0,1.0,348.0,25.0,2.0,0.0,1.0,111.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,129.700073153
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341492/1/,469.0,7.0,6.0,64.0,84.0,10.0,19.0,563.0,210.0,3.0,34.0,3.0,3.0,12.0,1.0,79.0,2.0,80.0,5.0,1.0,2.0,25.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,163.693379791
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,532.0,2.0,7.0,132.0,103.0,9.0,13.0,147.0,106.0,2.0,324.0,10.0,1.0,0.0,1.0,87.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,144.561003421
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341492/1/,374.0,8.0,4.0,165.0,207.0,3.0,20.0,461.0,369.0,1.0,0.0,2.0,1.0,0.0,1.0,41.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.599198397
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342419/1/,432.0,1.0,5.0,126.0,69.0,8.0,16.0,133.0,121.0,1.0,324.0,9.0,0.0,0.0,2.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.762081784
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/902213/1/,593.0,2.0,4.0,7.0,3.0,5.0,11.0,282.0,468.0,1.0,720.0,6.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,195.048025614
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/902213/1/,184.0,1.0,1.0,1.0,2.0,1.0,8.0,98.0,120.0,1.0,206.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.697841727
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343607/1/,255.0,3.0,2.0,108.0,63.0,1.0,9.0,104.0,255.0,4.0,36.0,8.0,1.0,3.0,2.0,17.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.1812080537
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,509.0,2.0,9.0,64.0,286.0,13.0,18.0,52.0,89.0,3.0,93.0,7.0,0.0,0.0,1.0,53.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,145.843575419
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/902213/1/,543.0,2.0,2.0,5.0,2.0,1.0,11.0,353.0,448.0,1.0,728.0,27.0,0.0,0.0,1.0,6.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,205.854126679
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343607/1/,347.0,2.0,1.0,76.0,32.0,1.0,10.0,133.0,327.0,2.0,30.0,6.0,1.0,5.0,1.0,25.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.2879377432
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,524.0,1.0,4.0,37.0,370.0,16.0,14.0,101.0,126.0,2.0,96.0,11.0,0.0,0.0,2.0,76.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,12.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,137.837837838
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/902213/1/,542.0,2.0,4.0,3.0,2.0,1.0,20.0,443.0,332.0,1.0,747.0,7.0,0.0,0.0,1.0,8.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,207.091412742
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,593.0,3.0,9.0,10.0,758.0,41.0,39.0,411.0,115.0,2.0,62.0,23.0,0.0,0.0,5.0,88.0,2.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,221.734213007
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,190.0,2.0,9.0,39.0,46.0,5.0,13.0,167.0,174.0,3.0,36.0,46.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7869934025
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/902213/1/,537.0,2.0,2.0,3.0,2.0,1.0,10.0,384.0,414.0,3.0,787.0,12.0,0.0,0.0,1.0,7.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,214.984025559
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,647.0,4.0,13.0,49.0,848.0,49.0,38.0,411.0,144.0,2.0,95.0,35.0,0.0,1.0,3.0,84.0,2.0,28.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,231.170731707
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,199.0,3.0,5.0,32.0,81.0,10.0,8.0,155.0,261.0,4.0,15.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,88.8780487805
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/902213/1/,570.0,2.0,2.0,3.0,2.0,3.0,7.0,340.0,420.0,1.0,687.0,7.0,0.0,0.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,216.864654333
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,222.0,4.0,7.0,18.0,89.0,15.0,17.0,117.0,276.0,1.0,12.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,20.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,91.6023738872
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,555.0,1.0,3.0,63.0,288.0,21.0,17.0,66.0,160.0,2.0,44.0,11.0,0.0,0.0,1.0,88.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,9.0,19.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,143.063328424
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/902213/1/,601.0,2.0,2.0,4.0,3.0,1.0,10.0,355.0,427.0,1.0,791.0,19.0,0.0,0.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,205.098493627
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,207.0,2.0,9.0,25.0,64.0,7.0,13.0,153.0,178.0,5.0,34.0,78.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,84.1703637977
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,537.0,1.0,3.0,74.0,288.0,11.0,11.0,53.0,85.0,1.0,90.0,9.0,0.0,0.0,2.0,99.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,5.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,147.234042553
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344987/1/,524.0,6.0,11.0,23.0,818.0,40.0,44.0,403.0,237.0,2.0,44.0,43.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.80669145
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343607/1/,219.0,2.0,3.0,42.0,34.0,1.0,14.0,125.0,195.0,3.0,57.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2495309568
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,642.0,3.0,9.0,4.0,970.0,49.0,40.0,466.0,228.0,2.0,103.0,27.0,0.0,0.0,2.0,79.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.52892562
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343607/1/,338.0,3.0,1.0,104.0,43.0,5.0,12.0,110.0,306.0,2.0,38.0,10.0,1.0,3.0,1.0,25.0,2.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4986225895
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,338.0,5.0,4.0,111.0,87.0,2.0,28.0,428.0,520.0,1.0,19.0,17.0,1.0,0.0,2.0,47.0,3.0,7.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.024423338
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/4167590/1/,380.0,5.0,1.0,324.0,287.0,4.0,10.0,74.0,52.0,3.0,26.0,31.0,2.0,6.0,2.0,16.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,105.702647658
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344987/1/,576.0,4.0,12.0,85.0,761.0,49.0,32.0,357.0,171.0,2.0,42.0,19.0,0.0,0.0,5.0,112.0,3.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.636678201
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343607/1/,287.0,3.0,2.0,78.0,52.0,3.0,13.0,139.0,259.0,3.0,31.0,5.0,1.0,7.0,1.0,22.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.4431554524
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,563.0,3.0,5.0,1.0,967.0,50.0,54.0,608.0,192.0,3.0,84.0,21.0,0.0,0.0,2.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.652014652
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,233.0,5.0,10.0,43.0,92.0,21.0,18.0,116.0,252.0,1.0,4.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,86.4468864469
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,385.0,2.0,3.0,145.0,1.0,1.0,27.0,570.0,683.0,2.0,1.0,21.0,0.0,0.0,3.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.901287554
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344987/1/,571.0,3.0,7.0,24.0,928.0,45.0,41.0,439.0,327.0,2.0,49.0,21.0,0.0,0.0,2.0,67.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.29512894
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2348639/1/,193.0,2.0,6.0,30.0,73.0,9.0,19.0,130.0,177.0,2.0,19.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,83.3460803059
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,449.0,3.0,2.0,123.0,96.0,4.0,20.0,440.0,602.0,2.0,35.0,26.0,1.0,0.0,2.0,31.0,3.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.434083601
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/4167590/1/,372.0,4.0,1.0,264.0,219.0,4.0,11.0,56.0,38.0,3.0,75.0,19.0,2.0,2.0,2.0,49.0,1.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,105.839228296
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344987/1/,604.0,3.0,6.0,21.0,818.0,42.0,47.0,377.0,210.0,2.0,80.0,15.0,0.0,0.0,3.0,78.0,2.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.11241907
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,207.0,2.0,16.0,50.0,56.0,3.0,21.0,114.0,110.0,5.0,33.0,75.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9752650177
race:Terran,status:Loss,http://us.battle.net/sc2/en/profile/3985949/1/,332.0,3.0,6.0,133.0,66.0,6.0,16.0,375.0,435.0,2.0,34.0,34.0,2.0,0.0,6.0,44.0,4.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.724465558
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/4167590/1/,395.0,4.0,1.0,324.0,283.0,4.0,13.0,75.0,39.0,3.0,33.0,34.0,3.0,11.0,2.0,16.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,106.861660079
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2343012/1/,345.0,4.0,3.0,522.0,405.0,6.0,7.0,243.0,176.0,1.0,67.0,22.0,2.0,0.0,1.0,4.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.043865226
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,569.0,0.0,3.0,24.0,0.0,1.0,8.0,724.0,0.0,3.0,755.0,11.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.52892562
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,433.0,1.0,4.0,84.0,324.0,4.0,9.0,247.0,94.0,1.0,35.0,25.0,0.0,0.0,1.0,15.0,1.0,2.0,0.0,0.0,0.0,38.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.957325747
race:Protoss,status:Loss,http://us.battle.net/sc2/en/profile/4665241/1/,187.0,3.0,9.0,31.0,22.0,45.0,2.0,899.0,629.0,3.0,5.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,167.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.581792319
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,234.0,2.0,2.0,497.0,266.0,5.0,14.0,386.0,35.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.016194332
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,699.0,0.0,6.0,144.0,0.0,1.0,6.0,372.0,0.0,3.0,433.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.370820669
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,171.0,2.0,1.0,279.0,196.0,1.0,12.0,233.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.277108434
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,336.0,0.0,1.0,0.0,0.0,5.0,13.0,219.0,71.0,2.0,300.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.656716418
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/4417787/1/,490.0,1.0,3.0,58.0,237.0,11.0,19.0,223.0,84.0,1.0,18.0,22.0,1.0,2.0,1.0,7.0,2.0,8.0,2.0,0.0,0.0,61.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.211538462
race:Protoss,status:Win,http://us.battle.net/sc2/en/profile/4665241/1/,181.0,3.0,11.0,24.0,53.0,25.0,2.0,828.0,586.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,179.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.068427371
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,647.0,2.0,3.0,25.0,2.0,1.0,22.0,290.0,80.0,4.0,280.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.64453125
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,414.0,2.0,1.0,6.0,493.0,4.0,13.0,129.0,177.0,4.0,52.0,25.0,0.0,0.0,1.0,15.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.340798442
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2343479/1/,715.0,1.0,1.0,12.0,17.0,1.0,29.0,302.0,28.0,4.0,374.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.019950125
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2343067/1/,505.0,2.0,2.0,60.0,659.0,9.0,8.0,39.0,302.0,4.0,36.0,38.0,0.0,0.0,2.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.789539228
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,158.0,1.0,1.0,271.0,163.0,1.0,9.0,139.0,17.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.868525896
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,379.0,1.0,1.0,21.0,420.0,5.0,6.0,16.0,106.0,1.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.35483871
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2343012/1/,307.0,1.0,1.0,499.0,264.0,13.0,14.0,380.0,69.0,2.0,79.0,10.0,0.0,0.0,1.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.191011236
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2343067/1/,508.0,1.0,1.0,48.0,642.0,6.0,13.0,113.0,288.0,2.0,43.0,6.0,0.0,0.0,1.0,18.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.595041322
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2343479/1/,641.0,0.0,3.0,25.0,0.0,1.0,30.0,297.0,54.0,4.0,340.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.323529412
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,578.0,0.0,2.0,38.0,0.0,3.0,8.0,588.0,0.0,3.0,660.0,8.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.433628319
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/4167590/1/,388.0,7.0,1.0,339.0,299.0,7.0,5.0,78.0,60.0,5.0,46.0,41.0,3.0,13.0,3.0,23.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.284009547
